Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
AKC005HB,Laptop,Clothing,Product_XLEUJ,292.46,94,2,10x19x14 cm,30-07-2023,01-01-2024,LTMYP5,"T1G,XQF",Red/Small,3
MKJC9AH7,Monitor,Clothing,Product_GW2I4,133.13,73,3,6x10x5 cm,01-01-2023,01-01-2026,AW43L0,"CA3,48W",Blue/Medium,4
M46NJOIF,Headphones,Electronics,Product_SLSDI,326.49,15,1,9x5x16 cm,01-01-2023,01-01-2025,DNF5ZX,"G42,BP6",Blue/Medium,4
7DJ4L58C,Headphones,Electronics,Product_916IU,244.17,78,3,13x9x12 cm,30-07-2023,01-01-2024,E3MACI,"CCV,O3O",Green/Large,1
8AW42MED,Monitor,Home Appliances,Product_F0MLU,167.02,96,3,5x8x6 cm,15-03-2023,01-01-2026,KLEC2K,"NB9,HJB",Red/Small,3
X6OF0WD0,Laptop,Home Appliances,Product_9GGZW,367.79,94,1,10x13x20 cm,30-07-2023,01-01-2024,JV4RBJ,"TJU,1B1",Green/Large,4
2BAASUI3,Headphones,Electronics,Product_AQ749,138.73,91,1,9x20x13 cm,01-01-2023,01-01-2024,YC2JE0,"N86,EJK",Red/Small,3
H4UW6XDF,Monitor,Clothing,Product_K5F5B,223.81,53,3,19x17x7 cm,01-01-2023,01-01-2025,TNU1YV,"Z1T,M7T",Red/Small,1
FDMSURPJ,Monitor,Clothing,Product_S4KLJ,72.05,42,2,11x19x15 cm,01-01-2023,01-01-2026,DO6CQ9,"CUL,JRJ",Blue/Medium,3
L153I539,Headphones,Home Appliances,Product_7MA5R,401.84,36,3,9x10x12 cm,01-01-2023,01-01-2026,2OG887,"B42,53H",Blue/Medium,4
RS9W4T90,Monitor,Home Appliances,Product_1DLWM,116.05,73,2,18x12x6 cm,30-07-2023,01-01-2026,FHSKUJ,"WFL,WHH",Blue/Medium,2
2LOSYX86,Monitor,Electronics,Product_HF0VS,289.05,61,2,7x6x16 cm,01-01-2023,01-01-2025,AJT7Z4,"YIE,051",Green/Large,2
6G4X7WI1,Headphones,Home Appliances,Product_WJMPR,196.51,60,2,18x15x7 cm,01-01-2023,01-01-2025,HGBGO4,"CWQ,IGH",Red/Small,5
OYY5T18K,Laptop,Clothing,Product_5CPZG,411.85,98,1,16x14x12 cm,01-01-2023,01-01-2025,AJ3ZWE,"5J9,T1D",Green/Large,1
512RKBS2,Headphones,Clothing,Product_7FFLU,168.37,7,2,9x12x14 cm,15-03-2023,01-01-2024,IDWUYX,"4CY,CAK",Red/Small,4
717SBZTR,Headphones,Clothing,Product_HV6SV,222.2,48,2,16x17x16 cm,01-01-2023,01-01-2024,POWZ99,"N6Y,AXE",Blue/Medium,5
F0BR3PVD,Laptop,Home Appliances,Product_4KH6F,299.76,41,2,13x13x14 cm,30-07-2023,01-01-2026,7EO9G7,"3VK,E29",Blue/Medium,3
LL7PKF2Z,Smartphone,Clothing,Product_AOSI1,55.54,35,2,20x9x5 cm,01-01-2023,01-01-2024,MZZXFS,"Z2F,X2S",Green/Large,1
MFT5MAME,Monitor,Home Appliances,Product_99PRA,172.42,85,2,7x17x20 cm,30-07-2023,01-01-2024,CE0Y8Q,"DOF,34S",Red/Small,4
TE0F570R,Monitor,Electronics,Product_ULCA9,216.34,87,2,7x20x19 cm,15-03-2023,01-01-2024,7RE5JB,"7PZ,66U",Blue/Medium,4
K1435E49,Smartphone,Clothing,Product_OKVQF,164.84,11,2,11x17x12 cm,01-01-2023,01-01-2025,D6QQ4Y,"IG6,N45",Blue/Medium,3
IOBG8AXS,Laptop,Electronics,Product_SM7YN,21.33,1,1,13x10x7 cm,01-01-2023,01-01-2026,1N7V4V,"OYJ,5D6",Red/Small,2
4FGCF180,Monitor,Electronics,Product_GBXCU,375.22,32,1,18x10x20 cm,01-01-2023,01-01-2026,5IBE7F,"PI7,CBD",Red/Small,3
9E4KZF5W,Monitor,Clothing,Product_K95ST,224.19,100,2,7x18x10 cm,30-07-2023,01-01-2025,DUFQWF,"OV5,XD2",Red/Small,4
OWIMG6Q7,Laptop,Electronics,Product_YNHC5,33.51,60,2,16x19x14 cm,01-01-2023,01-01-2026,FM6G0G,"7FY,IT8",Green/Large,2
HCZM0SHV,Smartphone,Electronics,Product_S7D2O,370.7,31,2,9x13x8 cm,15-03-2023,01-01-2026,AK117R,"5BH,JR0",Blue/Medium,1
4OYQ74NV,Monitor,Clothing,Product_30DXA,215.84,69,3,20x16x7 cm,15-03-2023,01-01-2025,98RFQT,"MRW,TMQ",Red/Small,1
E51385RV,Headphones,Electronics,Product_BYTAE,19.07,51,1,20x18x10 cm,15-03-2023,01-01-2026,Z73V3D,"F6D,9XJ",Green/Large,2
GLM72T81,Smartphone,Electronics,Product_553O4,435.03,71,2,15x7x6 cm,30-07-2023,01-01-2024,1VNB9N,"3AB,4RZ",Green/Large,1
36ZVCMCD,Monitor,Clothing,Product_CQ1KA,299.59,74,3,10x10x14 cm,15-03-2023,01-01-2025,701PG3,"AKN,1T9",Red/Small,2
Y7M581IO,Monitor,Home Appliances,Product_XXFO3,267.18,18,1,17x6x8 cm,30-07-2023,01-01-2024,SQN3NK,"WXB,W8K",Green/Large,4
NJ29CDYI,Laptop,Clothing,Product_EBB5E,16.38,86,3,20x19x11 cm,15-03-2023,01-01-2025,VU7ETF,"A7K,PA1",Blue/Medium,1
AFI96RJY,Headphones,Electronics,Product_HC72W,420,38,3,18x16x20 cm,01-01-2023,01-01-2025,90A8L6,"THO,RXL",Red/Small,1
FYT67E4Z,Laptop,Clothing,Product_TFKA8,92.49,62,3,8x14x13 cm,15-03-2023,01-01-2025,BADGNY,"W08,X2J",Green/Large,5
QYBSX8CQ,Smartphone,Clothing,Product_8SMQC,467.16,98,3,16x12x14 cm,15-03-2023,01-01-2025,RWZV87,"WB9,KY3",Red/Small,3
3DQ7P10W,Headphones,Electronics,Product_2NTP0,430.89,91,2,15x17x15 cm,01-01-2023,01-01-2025,YP1MR4,"VMA,NQ1",Blue/Medium,1
QSUODWW6,Headphones,Home Appliances,Product_P1516,285.23,90,1,19x16x8 cm,30-07-2023,01-01-2026,FJ0R7R,"R96,MMV",Green/Large,3
81CG94R8,Laptop,Home Appliances,Product_M3J54,145.45,8,3,17x13x11 cm,01-01-2023,01-01-2024,P860U0,"VON,D9J",Red/Small,5
SJKIF148,Monitor,Home Appliances,Product_RA3MJ,260.08,52,3,6x5x8 cm,15-03-2023,01-01-2024,JDU2DH,"JS8,6WC",Green/Large,5
5JD8PPDT,Laptop,Home Appliances,Product_2TKOH,323.11,81,1,20x19x18 cm,30-07-2023,01-01-2026,VFWRMV,"ME0,VWF",Green/Large,4
BRM5V21S,Monitor,Electronics,Product_Z7NSA,265.89,10,1,18x8x13 cm,30-07-2023,01-01-2025,GKHDNU,"F57,DJZ",Green/Large,4
HURRDCU1,Laptop,Clothing,Product_1PK8N,279.64,64,1,8x5x17 cm,15-03-2023,01-01-2025,DD6JCY,"1HE,JSN",Red/Small,4
PAF9WHO6,Headphones,Clothing,Product_KKFZM,305.41,58,3,17x9x9 cm,15-03-2023,01-01-2024,LJ1B56,"2B5,QBM",Blue/Medium,5
OMREVPCO,Smartphone,Home Appliances,Product_HHB9A,301.39,95,1,16x15x9 cm,15-03-2023,01-01-2026,YM4BV0,"D8B,FCC",Green/Large,5
NKLGKMFS,Smartphone,Home Appliances,Product_MQKET,206.34,15,3,15x17x17 cm,15-03-2023,01-01-2026,AAJ3HA,"EPE,B1U",Green/Large,4
B8WS3BIN,Monitor,Clothing,Product_NO4NX,475.73,82,1,19x6x11 cm,01-01-2023,01-01-2025,F887V4,"THX,YX1",Green/Large,5
1QMENZIA,Smartphone,Home Appliances,Product_MK34G,20.77,47,1,17x18x9 cm,15-03-2023,01-01-2025,MO8XMN,"CQL,M8D",Blue/Medium,1
HI6HEBM8,Laptop,Clothing,Product_GF7J0,96.99,26,1,19x9x18 cm,15-03-2023,01-01-2025,9XN8C9,"K7R,LYR",Green/Large,1
V5DJ0G4K,Headphones,Electronics,Product_3Y94O,64.79,67,2,10x7x10 cm,01-01-2023,01-01-2026,9PM21J,"AHE,10H",Green/Large,4
67CZ34SU,Headphones,Electronics,Product_BKJ33,357.66,94,1,9x19x13 cm,01-01-2023,01-01-2025,5J8MDT,"PU8,AB5",Red/Small,5
MQN9UWMB,Headphones,Clothing,Product_K32CF,149.54,4,2,12x11x19 cm,30-07-2023,01-01-2024,LWAOLJ,"9JI,OHC",Red/Small,1
GGG4RTKH,Headphones,Clothing,Product_HZHKG,55.35,75,3,12x13x16 cm,30-07-2023,01-01-2024,WWOYHH,"BEC,QUW",Green/Large,5
1O9OTNXZ,Laptop,Home Appliances,Product_ZGQDK,180.34,40,3,18x19x13 cm,30-07-2023,01-01-2024,06PE2H,"IB1,NVA",Red/Small,3
SEKQSFXE,Headphones,Home Appliances,Product_GY9NC,149.71,70,1,5x8x14 cm,30-07-2023,01-01-2026,ZKDEME,"D8O,A07",Blue/Medium,1
MU0ZLQSC,Smartphone,Home Appliances,Product_L1WR6,112.9,26,1,12x14x7 cm,30-07-2023,01-01-2025,GFUYN4,"CJJ,9J0",Blue/Medium,1
J35BY6QV,Smartphone,Home Appliances,Product_8V43Y,286.28,13,2,12x18x10 cm,30-07-2023,01-01-2024,JQ8YL0,"2EE,RH5",Green/Large,3
TYWS05UU,Headphones,Home Appliances,Product_0H2K9,280.48,72,2,9x16x13 cm,30-07-2023,01-01-2025,SDUOUD,"BPT,52B",Blue/Medium,3
W63F2UP9,Smartphone,Clothing,Product_2KFM9,205.1,58,3,19x16x13 cm,30-07-2023,01-01-2024,V75FKY,"I2A,PER",Green/Large,5
816JEC7T,Laptop,Clothing,Product_HJS9H,310.72,58,1,11x20x7 cm,01-01-2023,01-01-2024,G98314,"GP3,2LF",Green/Large,5
QY7IXM9Y,Headphones,Clothing,Product_JF4VV,250.43,43,2,5x14x15 cm,01-01-2023,01-01-2026,ZH9SE6,"UDQ,GV5",Red/Small,5
79H6UISL,Monitor,Home Appliances,Product_YLCD1,354.02,6,1,11x12x7 cm,15-03-2023,01-01-2024,50P17N,"0UT,22J",Blue/Medium,4
U4SY4MNN,Headphones,Home Appliances,Product_90J4C,413.38,100,2,16x18x12 cm,01-01-2023,01-01-2026,COJQI9,"7EV,NTG",Green/Large,1
EOB6LJ3J,Laptop,Electronics,Product_AFCB5,354.55,86,2,13x8x9 cm,01-01-2023,01-01-2026,AEPIZA,"L87,T3C",Green/Large,4
ZGPP25N2,Laptop,Clothing,Product_21AKM,206.86,35,1,18x12x14 cm,01-01-2023,01-01-2025,7F3A58,"6S6,95O",Blue/Medium,1
UGFGYE4Y,Laptop,Clothing,Product_9V72M,458.63,13,3,13x15x5 cm,15-03-2023,01-01-2025,T7D2A1,"5BJ,20S",Red/Small,2
Z14UP6NX,Laptop,Home Appliances,Product_T0LE3,461.17,11,1,6x16x11 cm,15-03-2023,01-01-2025,1AIUZZ,"2BI,24M",Blue/Medium,5
G01912BW,Headphones,Electronics,Product_9NNPI,303.15,75,1,14x10x13 cm,30-07-2023,01-01-2024,0CCS4Y,"HUV,SCG",Red/Small,4
P1VQ7NMF,Monitor,Electronics,Product_O86IW,191.61,11,2,7x12x13 cm,15-03-2023,01-01-2024,PEAG6L,"6Y1,1OR",Red/Small,3
T42NYOT4,Headphones,Electronics,Product_9KOZU,259.3,7,1,5x9x11 cm,30-07-2023,01-01-2025,BKXXBI,"4DY,FSC",Green/Large,3
ZKI2USNA,Laptop,Home Appliances,Product_56JPR,203.69,91,1,15x8x7 cm,01-01-2023,01-01-2025,LZWGTM,"PY8,YKO",Red/Small,2
HN8RPY9R,Monitor,Home Appliances,Product_D9RDR,466.58,6,3,8x8x5 cm,01-01-2023,01-01-2024,8B103R,"MIR,HRT",Green/Large,3
JHIPWFXE,Laptop,Home Appliances,Product_MS9BL,292.46,28,2,12x13x15 cm,01-01-2023,01-01-2024,0X6YRZ,"IAR,5CF",Red/Small,1
C9LMJASP,Headphones,Electronics,Product_VFAB4,175.58,66,2,7x13x20 cm,30-07-2023,01-01-2025,8TU65Y,"LNQ,IAJ",Blue/Medium,2
7GMDAOZE,Headphones,Clothing,Product_KCHHK,48.11,37,1,6x19x7 cm,15-03-2023,01-01-2024,0HW41M,"RQG,FFD",Blue/Medium,4
29TA456Z,Headphones,Clothing,Product_0XAPR,60.28,24,3,8x18x5 cm,01-01-2023,01-01-2026,GOKX8O,"WQN,76M",Red/Small,5
UC6A4P2C,Headphones,Clothing,Product_DAS5O,360.08,70,2,14x15x7 cm,15-03-2023,01-01-2026,PTHK87,"XRV,2K0",Green/Large,5
C5HD7P17,Smartphone,Clothing,Product_UDLVF,190.02,77,3,5x15x16 cm,01-01-2023,01-01-2026,NTP5W5,"6OJ,DPL",Blue/Medium,1
D7MQYW2F,Monitor,Clothing,Product_2BDBU,404.31,72,1,9x10x10 cm,01-01-2023,01-01-2026,HHD9VM,"DYO,2XC",Green/Large,3
YKN92Q44,Smartphone,Clothing,Product_VFA19,456.18,89,2,15x14x19 cm,01-01-2023,01-01-2025,T7V6GA,"PRK,C28",Blue/Medium,4
VCM74DZ8,Monitor,Home Appliances,Product_F7ROQ,393.4,82,3,14x15x10 cm,01-01-2023,01-01-2026,ZRE42O,"XGA,OLU",Red/Small,3
4IMDEBDM,Monitor,Home Appliances,Product_WJ9T4,282.21,65,2,11x11x7 cm,30-07-2023,01-01-2024,IWVN1B,"SYI,B0Z",Red/Small,4
YODGYA5B,Laptop,Electronics,Product_DVAAT,77.64,62,1,19x6x13 cm,01-01-2023,01-01-2024,DN698E,"FKH,XPA",Red/Small,5
R275QCUL,Laptop,Clothing,Product_A3H1O,249.81,59,3,14x5x17 cm,30-07-2023,01-01-2026,8WRGIU,"1DS,Y95",Green/Large,1
SB4ZPG4V,Smartphone,Clothing,Product_XB2CA,353.06,76,3,6x11x5 cm,15-03-2023,01-01-2025,V2BWD1,"J4Z,UDF",Blue/Medium,3
QUI5NNJJ,Monitor,Home Appliances,Product_BIP6N,303.21,40,3,13x13x12 cm,30-07-2023,01-01-2025,ZPYITV,"K80,208",Green/Large,1
WE05MUR2,Laptop,Home Appliances,Product_YAGWA,399.38,50,1,11x18x7 cm,01-01-2023,01-01-2025,N7VLIX,"5GC,MGR",Blue/Medium,3
SFSH3L1X,Smartphone,Home Appliances,Product_L9L51,305.82,48,2,6x18x19 cm,30-07-2023,01-01-2026,J2EHA9,"RFQ,Y8G",Red/Small,4
B4M1JVME,Monitor,Clothing,Product_D6P23,68.19,35,3,8x6x17 cm,01-01-2023,01-01-2026,JK26VA,"E93,8L9",Red/Small,4
NJFBS8WF,Laptop,Clothing,Product_43OX7,164.24,36,3,17x5x12 cm,15-03-2023,01-01-2026,CJD2ZT,"CA4,MOV",Blue/Medium,4
IKOS6DZ5,Monitor,Electronics,Product_Y365P,54.56,80,3,17x10x6 cm,01-01-2023,01-01-2024,61T2QT,"FG4,CMU",Red/Small,1
H095LS01,Headphones,Home Appliances,Product_NL6B5,21.07,85,3,12x18x16 cm,15-03-2023,01-01-2024,J1J7P1,"6PE,CGL",Green/Large,2
1PKJ5R8A,Monitor,Home Appliances,Product_R275I,34.3,4,2,8x14x8 cm,30-07-2023,01-01-2025,JW0CX7,"VVC,BV6",Blue/Medium,5
250B2QGM,Monitor,Clothing,Product_28GEC,244.24,82,1,11x12x9 cm,15-03-2023,01-01-2025,Y6JRUN,"MGV,NAO",Blue/Medium,2
MBJ32GFQ,Monitor,Clothing,Product_OWOWX,389.23,96,2,15x11x13 cm,01-01-2023,01-01-2026,WY5UTP,"VXC,RT6",Green/Large,3
IIZHCRQV,Laptop,Clothing,Product_YPOUI,116.19,44,2,7x14x16 cm,01-01-2023,01-01-2024,3SMD4N,"DBE,4FR",Blue/Medium,2
V2ZDJDCR,Monitor,Clothing,Product_VMA40,368.42,83,3,8x11x14 cm,15-03-2023,01-01-2025,QLPSGC,"JRA,UGD",Blue/Medium,3
QHU62G6K,Laptop,Electronics,Product_LF9VM,367.04,39,2,9x14x11 cm,15-03-2023,01-01-2025,PNRCQY,"8CP,L1S",Red/Small,2
0ZLIKGSZ,Headphones,Home Appliances,Product_COSKG,151.08,62,2,12x17x7 cm,01-01-2023,01-01-2024,L0PMO3,"IXQ,7G7",Red/Small,4
YTTQ8OYN,Laptop,Home Appliances,Product_9AXW5,264.29,87,2,19x7x10 cm,01-01-2023,01-01-2025,RP9OY4,"IY7,XE7",Red/Small,4
H59EK4CL,Laptop,Clothing,Product_EKZ7M,461.03,80,2,19x8x12 cm,01-01-2023,01-01-2025,IY0F61,"KLK,O3G",Blue/Medium,3
96WXEBPH,Monitor,Home Appliances,Product_L4PFI,452.93,23,3,13x5x8 cm,01-01-2023,01-01-2026,FKQQA9,"EC8,NVT",Blue/Medium,5
G9HM6RN7,Smartphone,Home Appliances,Product_D35OP,476.31,94,1,6x19x5 cm,01-01-2023,01-01-2025,Z7MOF0,"7II,14E",Green/Large,1
TWWMYCWI,Monitor,Electronics,Product_5SK22,303.23,93,3,19x9x15 cm,30-07-2023,01-01-2026,ZLNDXB,"H2Z,5SL",Green/Large,2
C2J4PPVE,Smartphone,Electronics,Product_0B2N4,426.71,37,3,7x15x20 cm,30-07-2023,01-01-2024,40HWSN,"379,JKB",Green/Large,1
N4JMGCSQ,Laptop,Electronics,Product_0FL1J,390.46,42,3,10x17x5 cm,15-03-2023,01-01-2026,68D38Y,"713,0IA",Green/Large,1
4LBS0RLW,Laptop,Electronics,Product_17E7B,437.82,91,3,7x11x11 cm,30-07-2023,01-01-2024,FSVBN8,"3SW,Q77",Blue/Medium,1
P2L9ZYJY,Headphones,Home Appliances,Product_H0V6B,52.87,27,2,10x16x20 cm,30-07-2023,01-01-2024,543DZO,"L8A,O61",Blue/Medium,4
C59V754U,Monitor,Home Appliances,Product_DSBVR,444.89,50,1,5x7x6 cm,15-03-2023,01-01-2025,NH1VF8,"78Y,6JU",Blue/Medium,3
L5PYB9DI,Monitor,Clothing,Product_FAJVP,259.19,12,1,8x10x14 cm,30-07-2023,01-01-2026,G8CJK1,"ERR,AQN",Green/Large,5
2CNY27P5,Headphones,Clothing,Product_6Y5CY,26.83,79,3,9x5x16 cm,30-07-2023,01-01-2026,IX5OHC,"4W2,UGQ",Green/Large,3
HQ3A3R5P,Headphones,Clothing,Product_UVFXZ,380.6,3,1,15x11x8 cm,01-01-2023,01-01-2026,EP2E7Z,"C7S,PP6",Blue/Medium,2
SOMFOPO6,Headphones,Electronics,Product_QY59Q,392.08,59,3,15x19x5 cm,01-01-2023,01-01-2024,QTNDSP,"JKX,7ZD",Green/Large,2
0JEAEZJY,Laptop,Electronics,Product_UNIAS,379.28,7,3,14x9x12 cm,30-07-2023,01-01-2025,86503D,"8WT,PZG",Red/Small,2
7PIS77JY,Laptop,Electronics,Product_P7KPW,476.48,61,3,6x6x12 cm,15-03-2023,01-01-2024,TPJC2H,"6UG,FG1",Blue/Medium,4
MS1HHYEB,Headphones,Clothing,Product_SXTGF,18.31,95,2,20x18x13 cm,01-01-2023,01-01-2025,MHEI51,"NLT,9E8",Red/Small,2
6JR3UUK1,Smartphone,Electronics,Product_L8PUH,405.5,46,2,8x17x7 cm,01-01-2023,01-01-2025,24K0G3,"BH9,ZFS",Green/Large,1
NW10PSZ8,Monitor,Electronics,Product_39HVI,174.61,4,3,19x5x10 cm,15-03-2023,01-01-2025,VOQ8BY,"TX4,AZE",Red/Small,3
I8UCZCNJ,Smartphone,Electronics,Product_D464A,460.16,29,1,14x10x15 cm,01-01-2023,01-01-2025,AJBQ3U,"ANI,25T",Green/Large,3
RKDL1Z1F,Monitor,Clothing,Product_1HLXR,422.04,90,3,10x19x20 cm,30-07-2023,01-01-2025,AY65GE,"DCQ,ML4",Green/Large,1
1HSN14NQ,Monitor,Clothing,Product_S4YIF,381.81,27,3,9x7x14 cm,15-03-2023,01-01-2024,IZGTXF,"2O4,VPZ",Blue/Medium,3
TSPPDOKZ,Headphones,Electronics,Product_LXUVA,381.7,28,1,17x14x16 cm,30-07-2023,01-01-2026,LB7AKV,"OAS,R38",Green/Large,5
AHOL7NTJ,Laptop,Home Appliances,Product_7BR0F,366.05,82,1,18x16x8 cm,30-07-2023,01-01-2025,BYCZ4V,"9F8,BNB",Green/Large,4
WZ51HFCM,Smartphone,Home Appliances,Product_63A0V,49.01,40,3,9x20x12 cm,15-03-2023,01-01-2026,JZN0MQ,"NW7,EJF",Green/Large,5
P9MVC2QL,Headphones,Clothing,Product_095RD,124.76,7,3,15x5x17 cm,30-07-2023,01-01-2025,MWCIGM,"0XR,Z38",Blue/Medium,5
4Y6RU69U,Smartphone,Clothing,Product_LCYE5,494.64,20,3,14x9x17 cm,30-07-2023,01-01-2025,IVEOSN,"57B,H7T",Red/Small,2
C44BLRMA,Laptop,Electronics,Product_1OX43,208.29,9,2,12x19x5 cm,15-03-2023,01-01-2024,SM7YO4,"69D,05Y",Blue/Medium,5
9WZUF9YX,Smartphone,Home Appliances,Product_W93PU,376.3,95,3,11x14x15 cm,30-07-2023,01-01-2026,3RXGX6,"4ME,L3X",Blue/Medium,2
7KFANEGP,Headphones,Clothing,Product_I3M8Y,115.35,85,3,7x17x17 cm,01-01-2023,01-01-2026,B9VB4J,"D28,7VD",Blue/Medium,1
EKMBVDMY,Smartphone,Electronics,Product_DQ13E,420.86,19,2,19x13x16 cm,30-07-2023,01-01-2025,P5F8FO,"ARI,YWD",Blue/Medium,2
7LSZNWE6,Smartphone,Electronics,Product_BU5WB,296.84,81,1,17x18x18 cm,15-03-2023,01-01-2024,1N92BW,"RL7,WNG",Green/Large,3
IPMAM4OW,Monitor,Electronics,Product_GW5JL,116.55,14,3,12x5x12 cm,30-07-2023,01-01-2025,ZO72F0,"6AW,KZV",Blue/Medium,2
8BPMXWQS,Smartphone,Electronics,Product_NE544,370.55,59,2,17x17x7 cm,15-03-2023,01-01-2024,0OQ6SI,"3DI,SXA",Red/Small,4
VLNSOUXL,Monitor,Electronics,Product_DA8B7,387.44,10,3,8x14x15 cm,01-01-2023,01-01-2025,8RXNVP,"Q4O,W2S",Green/Large,4
BUKNDL8S,Headphones,Clothing,Product_80QK3,126.75,22,1,18x6x19 cm,15-03-2023,01-01-2026,QOU3QR,"6CP,XD6",Blue/Medium,5
TOCSQJBY,Headphones,Home Appliances,Product_IT2LZ,276.68,36,3,16x11x18 cm,01-01-2023,01-01-2026,UKMM03,"GBX,1DF",Blue/Medium,3
WK6EC948,Laptop,Clothing,Product_MZU7V,127.55,63,2,17x9x20 cm,01-01-2023,01-01-2025,XUQIGJ,"TU4,HX0",Green/Large,1
8RE7BPON,Headphones,Home Appliances,Product_KVYUV,470.52,11,2,8x18x7 cm,30-07-2023,01-01-2025,48YEFS,"H6J,WVN",Blue/Medium,4
AKRMWF5W,Monitor,Clothing,Product_FEZFF,33.74,96,2,9x17x19 cm,15-03-2023,01-01-2025,IX0XZG,"8XG,Q4Q",Red/Small,3
XTJCXL2O,Smartphone,Electronics,Product_MHQIL,422.66,70,3,13x20x8 cm,30-07-2023,01-01-2026,LW6S22,"J9B,Q66",Red/Small,1
4SAG43EU,Smartphone,Clothing,Product_S9YOR,290.35,70,1,7x8x16 cm,30-07-2023,01-01-2026,8FD29G,"RHU,RW4",Green/Large,3
YZ68IA7A,Monitor,Clothing,Product_48JSJ,82.3,63,2,6x10x15 cm,15-03-2023,01-01-2024,V3N0QJ,"6FN,H2H",Blue/Medium,3
XKNT74O7,Laptop,Home Appliances,Product_D12TK,472.02,27,3,16x12x13 cm,01-01-2023,01-01-2025,NLE3DF,"TXQ,LOO",Blue/Medium,5
TQ37DRG2,Headphones,Home Appliances,Product_TD6SA,14.7,5,1,13x18x10 cm,01-01-2023,01-01-2025,Z2MQLL,"IG9,E21",Blue/Medium,3
THTDVCNH,Headphones,Electronics,Product_OE03R,445.96,16,2,13x17x10 cm,30-07-2023,01-01-2024,B6ADRC,"5CS,KTR",Red/Small,3
I3H7BK24,Smartphone,Home Appliances,Product_E2ZQJ,297.27,24,3,19x5x12 cm,30-07-2023,01-01-2026,NZHEZH,"S1S,BG6",Blue/Medium,5
2AG104HF,Smartphone,Electronics,Product_KEMDZ,496.44,12,1,5x6x9 cm,30-07-2023,01-01-2025,S76ACH,"FG5,L33",Blue/Medium,2
KVW48V2Y,Smartphone,Home Appliances,Product_SXQAK,444.35,5,3,5x16x12 cm,15-03-2023,01-01-2026,EECAOZ,"I4X,DPY",Blue/Medium,3
WYUB30ZA,Headphones,Clothing,Product_XWAUP,145.25,16,1,14x10x9 cm,01-01-2023,01-01-2026,2AUYZ0,"1KM,LVB",Green/Large,1
9LGTYH4V,Smartphone,Clothing,Product_C3Y3Y,316.73,97,2,11x17x19 cm,30-07-2023,01-01-2025,38NZRE,"KEL,YFQ",Green/Large,5
0NB135LQ,Smartphone,Clothing,Product_TKE2W,498.91,30,1,5x6x15 cm,01-01-2023,01-01-2024,XCCEOC,"YA3,764",Blue/Medium,1
K3IRFKBI,Laptop,Clothing,Product_3WAV6,10.25,26,1,6x8x11 cm,15-03-2023,01-01-2025,4L25N4,"TZY,0C2",Red/Small,5
XBHKYPQB,Monitor,Clothing,Product_8SBDO,403.33,40,1,7x13x5 cm,01-01-2023,01-01-2026,65MQC3,"RPP,M40",Green/Large,1
CLGCLNQV,Headphones,Electronics,Product_4WVL5,211.85,86,3,15x9x9 cm,01-01-2023,01-01-2026,B67RB9,"KLI,L44",Blue/Medium,5
O9TI1V1W,Monitor,Electronics,Product_15PKO,428.68,88,1,6x10x6 cm,01-01-2023,01-01-2025,UYSIA5,"QVT,J7U",Red/Small,3
FIEDV1IP,Smartphone,Electronics,Product_9FLC6,88.43,2,3,10x13x18 cm,01-01-2023,01-01-2026,90UUR9,"XD4,F61",Red/Small,3
UISXJOTV,Laptop,Home Appliances,Product_TROHN,204.28,69,3,11x7x15 cm,30-07-2023,01-01-2024,SUEXWP,"2G2,AKW",Red/Small,1
WL5VLFBN,Monitor,Clothing,Product_IRMJX,59.3,45,1,19x12x16 cm,01-01-2023,01-01-2026,L3NN7H,"SMC,9P2",Green/Large,1
WETAP9OG,Laptop,Home Appliances,Product_KY3UE,217.53,9,3,5x6x20 cm,15-03-2023,01-01-2026,GQE2HK,"3J1,CFX",Blue/Medium,3
2VTITPAR,Smartphone,Home Appliances,Product_9O9X3,271.74,37,1,8x13x18 cm,30-07-2023,01-01-2024,K9NHWG,"337,1KT",Blue/Medium,4
DDL3J7IH,Smartphone,Clothing,Product_6OVVT,192.91,97,3,18x7x11 cm,30-07-2023,01-01-2025,CJLNMH,"GYB,1HN",Green/Large,5
NPT6KIM0,Smartphone,Clothing,Product_QKTPC,229.65,1,3,5x15x19 cm,15-03-2023,01-01-2026,QB4H4V,"OO9,5SV",Blue/Medium,5
YPMD61MM,Monitor,Home Appliances,Product_YSEFP,372.05,59,1,13x18x14 cm,30-07-2023,01-01-2026,T2FSZ1,"HC4,BOK",Red/Small,2
K69XVJEM,Smartphone,Electronics,Product_6A9IV,223.75,69,3,5x9x19 cm,15-03-2023,01-01-2024,MDVO4P,"F92,FXH",Blue/Medium,2
4OLVUXRI,Smartphone,Clothing,Product_F237P,270.23,77,2,7x17x6 cm,01-01-2023,01-01-2025,QX5S03,"4ZN,8FB",Green/Large,3
I13LD8WW,Monitor,Home Appliances,Product_M8SLH,353.11,82,2,16x5x13 cm,15-03-2023,01-01-2025,G1N3V9,"OPZ,AXW",Red/Small,3
45M46A2M,Headphones,Electronics,Product_Y4FI8,140.43,24,3,7x5x18 cm,15-03-2023,01-01-2026,RLGDWX,"2DV,ZPG",Green/Large,1
